node_1|node_2|edge|chunk_id
white-tailed lapwing|black-tipped tail|In contrast, the Sociable Lapwing has a black-tipped tail, while the White-tailed Lapwing's tail is all-white.|5c27ddff58ee461eb7b0565c17fe94ed
white-tailed lapwing|heavily vegetated wetlands|The White-tailed Lapwing is often seen in heavily vegetated wetlands.|5c27ddff58ee461eb7b0565c17fe94ed
painted stork|stork|The Painted Stork is a type of stork.|958fa9f577914403a256771a520fffd6
painted stork|large|The Painted Stork is described as large in the context.|958fa9f577914403a256771a520fffd6
painted stork|adult|In the context, Adult refers to the matured form of the Painted Stork, primarily white with specific features.|958fa9f577914403a256771a520fffd6
adult painted stork|black striped markings on the wings|The adult Painted Stork has black striped markings on its wings.|958fa9f577914403a256771a520fffd6
adult painted stork|bright pink on tertials|The adult Painted Stork has bright pink color on its tertials.|958fa9f577914403a256771a520fffd6
adult painted stork|bright orange face|The adult Painted Stork has a bright orange face.|958fa9f577914403a256771a520fffd6
adult painted stork|pinkish legs|The adult Painted Stork has pinkish legs.|958fa9f577914403a256771a520fffd6
adult painted stork|speckled band across the chest|The adult Painted Stork has a speckled band across its chest.|958fa9f577914403a256771a520fffd6
immatures|painted stork|Immatures refer to the young, inexperienced form of the Painted Stork, which is duller and lacks certain features.|958fa9f577914403a256771a520fffd6
immature painted stork|brown wash|The immature Painted Stork has a brown wash.|958fa9f577914403a256771a520fffd6
fly|painted stork|The Painted Stork flies when moving from one location to another.|958fa9f577914403a256771a520fffd6
painted stork|head and neck drooping almost at or below the belly level|When flying, the head and neck of the Painted Stork often droop almost at or below the belly level.|958fa9f577914403a256771a520fffd6
painted stork|water bodies|The Painted Stork is typically seen near water bodies such as wetlands, marshes, and flooded agricultural fields.|958fa9f577914403a256771a520fffd6
little cormorant|waterbird|The Little Cormorant is a type of waterbird.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|ducklike|The Little Cormorant is ducklike in appearance.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|all black|The Little Cormorant has an all black coloration.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|flattish head|The head of the Little Cormorant is flattish in shape.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|sharply hooked bill|The bill of the Little Cormorant is sharply hooked at the tip.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|smallest of the cormorants found in the region|The Little Cormorant is the smallest of the cormorants found in the given region.|fab3492cf4724d91a1dd4261b49859b5
little cormorant (breeding adult)|white plumes on the sides of the head|Breeding adults of the Little Cormorant have white plumes on the sides of their heads.|fab3492cf4724d91a1dd4261b49859b5
little cormorant (breeding adult)|stouter bill|The stouter bill is a characteristic feature of breeding adults of the Little Cormorant.|fab3492cf4724d91a1dd4261b49859b5
little cormorant (breeding adult)|flat on little cormorant|The shape of the head of breeding adults of the Little Cormorant is flat.|fab3492cf4724d91a1dd4261b49859b5
indian cormorant|little cormorant|The Indian Cormorant and the Little Cormorant are similar, but the Little Cormorant is smaller in size, has a stouter bill, and a flat head compared to the rounded head of the Indian Cormorant.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|frequently seen swimming|The Little Cormorant is frequently seen swimming in water bodies.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|head and neck pointing upward|When swimming, the head and neck of the Little Cormorant are typically pointing upward.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|suddenly disappearing underwater|While swimming, the Little Cormorant suddenly disappears underwater to catch fish.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|often perches upright on a rock|The Little Cormorant often perches upright on rocks.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|drying itself with outstretched wings|After perching, the Little Cormorant dries itself by spreading its wings.|fab3492cf4724d91a1dd4261b49859b5
little cormorant|inland water bodies|The Little Cormorant is often seen in small groups in inland water bodies.|fab3492cf4724d91a1dd4261b49859b5
cormorants|waterbirds|Cormorants are a type of waterbird.|fab3492cf4724d91a1dd4261b49859b5
great cormorant|cormorant|The Great Cormorant is a specific type of cormorant.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|large size|The Great Cormorant is large in size.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|white patch on throat|The Great Cormorant has a white patch on its throat.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|lack of crest|The Great Cormorant does not have a crest.|972bf45dc33d4a0c9333c747aabcc526
breeding adults|great cormorant|Breeding adults refer to adult Great Cormorants.|972bf45dc33d4a0c9333c747aabcc526
breeding adults|circular white patch on flanks|Breeding Great Cormorants show a circular white patch on their flanks.|972bf45dc33d4a0c9333c747aabcc526
immatures|great cormorant|Immature Great Cormorants refer to young or less mature Great Cormorants.|972bf45dc33d4a0c9333c747aabcc526
immatures|contrasting white belly|Immature Great Cormorants typically have a contrasting white belly.|972bf45dc33d4a0c9333c747aabcc526
african 'white-breasted'|great cormorant|The African 'White-breasted' is a specific subspecies of the Great Cormorant.|972bf45dc33d4a0c9333c747aabcc526
african 'white-breasted'|extensive white underparts|The African 'White-breasted' Great Cormorant has extensive white underparts in all plumages.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|standing on rocks or pilings|The Great Cormorant is often spotted standing on rocks or pilings.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|dives frequently|The Great Cormorant dives frequently.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|feeding on fish|The Great Cormorant feeds on fish.|972bf45dc33d4a0c9333c747aabcc526
great cormorant|many types of water bodies|The Great Cormorant can be found in many types of water bodies, such as rivers, reservoirs, and marine environments.|972bf45dc33d4a0c9333c747aabcc526
in north america|great cormorant|In North America, the Great Cormorant is restricted to coastal North Atlantic waters.|972bf45dc33d4a0c9333c747aabcc526
indian pond-heron|species|The Indian Pond-Heron is identified as a species in the given context.|9beaf133f95d4e6b9a13123dd0f5db40
indian pond-heron|aquatic habitat|The Indian Pond-Heron is common in most aquatic habitats across the Indian subcontinent.|9beaf133f95d4e6b9a13123dd0f5db40
adults (indian pond-heron)|breeding plumage|During breeding, adults of the Indian Pond-Herons have a dark reddish brown back that contrasts with a yellowish head, neck, and breast.|9beaf133f95d4e6b9a13123dd0f5db40
non-breeding adults (indian pond-heron)|chinese pond-heron|In nonbreeding plumage, the Indian Pond-Herons are virtually indistinguishable from nonbreeding Chinese Pond-Herons.|9beaf133f95d4e6b9a13123dd0f5db40
indian pond-heron (in flight)|white|When in flight, adults of the Indian Pond-Herons appear surprisingly white due to their strikingly white wings, underparts, and tail.|9beaf133f95d4e6b9a13123dd0f5db40
indian pond-heron|solitary|Typically, the Indian Pond-Herons are solitary birds.|9beaf133f95d4e6b9a13123dd0f5db40
large numbers (indian pond-heron)|food plentiful|However, large numbers of Indian Pond-Herons often gather where food is plentiful.|9beaf133f95d4e6b9a13123dd0f5db40
indian pond-heron|prone to seasonally local movements and vagrancy|The Indian Pond-Herons are prone to seasonally local movements and vagrancy.|9beaf133f95d4e6b9a13123dd0f5db40
eastern cattle egret|small white heron|The Eastern Cattle Egret is a small, compact white heron.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret|relative short yellow bill|The Eastern Cattle Egret has relatively short yellow bill.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret|dry habitats|More often seen in dry habitats than other egrets.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret|rice paddies and shallow wetlands|Also frequent in rice paddies and shallow wetlands.|783e0860a4154fa2851b18b13eabfb48
breeding season eastern cattle egret|bright orange head and breast|During the breeding season, look for bright orange head and breast on the Eastern Cattle Egret.|783e0860a4154fa2851b18b13eabfb48
breeding season eastern cattle egret|brighter bill|Also during the breeding season, look for a brighter bill on the Eastern Cattle Egret.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret (breeding season)|reddish or yellow legs|During the breeding season, the leg color of the Eastern Cattle Egret varies from reddish or yellow.|783e0860a4154fa2851b18b13eabfb48
non-breeding season eastern cattle egret|black legs|During the nonbreeding season, the leg color of the Eastern Cattle Egret turns black.|783e0860a4154fa2851b18b13eabfb48
juvenile eastern cattle egret|dark bill|Juveniles have a dark bill.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret|relatively short, thick neck|The Eastern Cattle Egret has a relatively short, thick neck compared with other egrets.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret|short legs|The Eastern Cattle Egret has short legs compared with other egrets.|783e0860a4154fa2851b18b13eabfb48
eastern cattle egret|following large animals and field machinery|Often gathers in flocks, frequently following large animals and field machinery.|783e0860a4154fa2851b18b13eabfb48
gray heron|wetland habitats|The Gray Heron is generally quite common and conspicuous in wetland habitats such as marshes, tidal flats, small ponds, ditches, and wet fields.|bff0076020e24651a26d03b24553aee8
gray heron|nests|The Gray Heron nests colonially in tall trees.|bff0076020e24651a26d03b24553aee8
gray heron|singles or small groups|Mainly seen as singles or small groups.|bff0076020e24651a26d03b24553aee8
gray heron|water's edge|Less often hunting in fields, the Gray Heron is typically seen standing quietly in or at the edge of water.|bff0076020e24651a26d03b24553aee8
plumage|gray heron|The plumage of the Gray Heron is mostly gray overall, with a paler neck; an adult has a white crown, black eyebrows, and a black shoulder patch.|bff0076020e24651a26d03b24553aee8
flies|gray heron|Like other herons and egrets, the Gray Heron flies with its neck pulled in to form a bulge.|bff0076020e24651a26d03b24553aee8
purple heron|large heron|The Purple Heron is referred to as a 'Large heron' in the text.|3951d2b76f704123b0c1910e9cd8ae54
purple heron|rusty head|The Purple Heron has a rusty head, according to the text.|3951d2b76f704123b0c1910e9cd8ae54
purple heron|streaky neck|The Purple Heron's neck is described as 'streaky' in the text.|3951d2b76f704123b0c1910e9cd8ae54
juvenile purple heron|rusty brown upperparts|Juvenile Purple Heron has extensively rusty brown upperparts, as mentioned in the text.|3951d2b76f704123b0c1910e9cd8ae54
purple heron|fresh marshes with tall reeds and other vegetation|The Purple Heron favors 'fresh marshes with tall reeds and other vegetation', as stated in the text.|3951d2b76f704123b0c1910e9cd8ae54
purple heron|gray heron|The Purple Heron can be confused with a larger and bulkier 'Gray Heron', according to the text.|3951d2b76f704123b0c1910e9cd8ae54
gray heron|paler and grayer overall|The Gray Heron is paler and grayer overall, as compared to the Purple Heron, according to the text.|3951d2b76f704123b0c1910e9cd8ae54
gray heron|stouter bill|The Gray Heron has a stouter bill, which can help distinguish it from the Purple Heron, as mentioned in the text.|3951d2b76f704123b0c1910e9cd8ae54
black-winged kite|species|The Black-winged Kite is a species of falconlike kite.|65aceb45afa844509c4402b67bcd747d
small|black-winged kite|The Black-winged Kite is small in size.|65aceb45afa844509c4402b67bcd747d
distinctive|black-winged kite|The Black-winged Kite is distinctive due to its appearance.|65aceb45afa844509c4402b67bcd747d
falconlike kite|black-winged kite|The Black-winged Kite resembles a falcon in appearance and flight behavior, although it is actually a type of kite.|65aceb45afa844509c4402b67bcd747d
light underneath|black-winged kite|The underside of the Black-winged Kite is light in color.|65aceb45afa844509c4402b67bcd747d
blue-gray above|black-winged kite|The upper part of the Black-winged Kite's body is blue-gray in color.|65aceb45afa844509c4402b67bcd747d
conspicuous black shoulders|black-winged kite|The Black-winged Kite has conspicuous black shoulder patches formed by the black wing coverts.|65aceb45afa844509c4402b67bcd747d
scaly back|juvenile black-winged kite|Juvenile Black-winged Kites have a scaly back.|65aceb45afa844509c4402b67bcd747d
brownish-washed breast|juvenile black-winged kite|The breast of the juvenile Black-winged Kite is brownish-washed.|65aceb45afa844509c4402b67bcd747d
open savannah|habitat of black-winged kite|The Black-winged Kite is found in open savannah habitats.|65aceb45afa844509c4402b67bcd747d
semi-desert|habitat of black-winged kite|The Black-winged Kite is also found in semi-desert environments.|65aceb45afa844509c4402b67bcd747d
agricultural lands with scattered woods|habitat of black-winged kite|The Black-winged Kite can also be found in agricultural lands with scattered wooded areas.|65aceb45afa844509c4402b67bcd747d
exposed perches|habitat feature of black-winged kite|The Black-winged Kite is frequently seen on exposed perches within its habitat.|65aceb45afa844509c4402b67bcd747d
varied flight style|black-winged kite|The Black-winged Kite exhibits a varied flight style, combining hovering like a kestrel and gliding like a harrier.|65aceb45afa844509c4402b67bcd747d
kestrel|flight behavior similar to|The Black-winged Kite's flight behavior is similar to that of the kestrel.|65aceb45afa844509c4402b67bcd747d
harrier|flight behavior similar to|The Black-winged Kite's flight behavior is also similar to that of the harrier.|65aceb45afa844509c4402b67bcd747d
white-throated kingfisher|species|The White-throated Kingfisher is a species of bird.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|large-headed|The White-throated Kingfisher has a large head.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|brown|The body color of the White-throated Kingfisher is predominantly brown.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|electric-blue|The back and wings of the White-throated Kingfisher are electric-blue.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|heavy red bill|The beak of the White-throated Kingfisher is heavy and red in color.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|snow-white patch|There is a snow-white patch on the throat and breast of the White-throated Kingfisher.|dedb4fd24a7f45e3b752eaeefe000df9
location|wetlands, lakes, agricultural fields, and clearings|The White-throated Kingfisher is common both near and away from water. It is frequently seen perched on fence posts and telephone lines in these areas.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|fence posts and telephone lines|The White-throated Kingfisher is frequently seen perched on fence posts and telephone lines.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|jarring, raptor-like descending trills and cackles|The White-throated Kingfisher gives jarring, raptor-like descending trills and cackles.|dedb4fd24a7f45e3b752eaeefe000df9
white-throated kingfisher|often in flight|The White-throated Kingfisher often makes these sounds while in flight.|dedb4fd24a7f45e3b752eaeefe000df9
black drongo|songbird|The Black Drongo is a songbird.|fbea5564e7d941c596026a463f84ea03
black drongo|adaptable|The Black Drongo is an adaptable species.|fbea5564e7d941c596026a463f84ea03
black drongo|open areas|The Black Drongo inhabits open areas such as farmland, forest edge, meadows, wetlands, and fields.|fbea5564e7d941c596026a463f84ea03
black drongo|familiar dark silhouette|The Black Drongo is a common sight as a familiar dark silhouette perched on wires, fences, or snags.|fbea5564e7d941c596026a463f84ea03
black drongo's plumage|flashes blue and green iridescence|The plumage of the Black Drongo flashes blue and green iridescence in favorable light.|fbea5564e7d941c596026a463f84ea03
black drongo|pugnacious species|The Black Drongo is a pugnacious species, frequently chasing away larger birds with repeated dives and harsh chattering calls.|fbea5564e7d941c596026a463f84ea03
black drongo|skilled mimic|The Black Drongo is a skilled mimic of other species.|fbea5564e7d941c596026a463f84ea03
black drongo|strong songster|The Black Drongo is a strong songster in general.|fbea5564e7d941c596026a463f84ea03
black drongo's calls|wide range of pleasant fluty calls, harsh chattering, nasal notes, and high sharp whistles|The Black Drongo delivers a wide range of pleasant fluty calls, harsh chattering, nasal notes, and high sharp whistles.|fbea5564e7d941c596026a463f84ea03
rufous treepie|bird|The Rufous Treepie is a type of bird, specifically classified as a long- and stiff-tailed bird.|d9cf64e1887a467eb523add83ea10174
long- and stiff-tailed bird|rufous treepie|The Rufous Treepie is an example of a long- and stiff-tailed bird.|d9cf64e1887a467eb523add83ea10174
rusty-brown upperparts|rufous treepie|The Rufous Treepie has primarily rusty-brown upperparts as mentioned in the context.|d9cf64e1887a467eb523add83ea10174
dull orangish underparts|rufous treepie|The Rufous Treepie has dull orangish underparts, as stated in the given context.|d9cf64e1887a467eb523add83ea10174
dull, sooty black (head, mantle, and neck region)|rufous treepie|The head, mantle, and neck region of the Rufous Treepie are a dull, sooty black as per the context.|d9cf64e1887a467eb523add83ea10174
pale gray (tail)|rufous treepie|The tail of the Rufous Treepie is pale gray, as described in the text.|d9cf64e1887a467eb523add83ea10174
wide black terminal band (tail)|rufous treepie|The long graduated tail of the Rufous Treepie has a wide black terminal band, as indicated in the context.|d9cf64e1887a467eb523add83ea10174
silvery-gray, white, and black patterns on the wings|rufous treepie|The Rufous Treepie has conspicuous silvery-gray, white, and black patterns on its wings, as mentioned in the text.|d9cf64e1887a467eb523add83ea10174
blackish-gray bill|rufous treepie|The Rufous Treepie has a blackish-gray bill with a hooked tip, as stated in the provided context.|d9cf64e1887a467eb523add83ea10174
woodlands to scrubby patches|habitat of rufous treepie|The Rufous Treepie can be found in a wide range of habitats, including woodlands and scrubby patches.|d9cf64e1887a467eb523add83ea10174
singly or in pairs|feeding behavior of rufous treepie|The Rufous Treepie feeds either singly or in pairs, as mentioned in the context.|d9cf64e1887a467eb523add83ea10174
treetops|feeding location of rufous treepie|The Rufous Treepie feeds in the treetops, as stated in the provided text.|d9cf64e1887a467eb523add83ea10174
loud metallic ‘krowwiiii kroo’|call of rufous treepie|The call of the Rufous Treepie is loud and metallic, as indicated in the given context.|d9cf64e1887a467eb523add83ea10174
bank myna|species|The Bank Myna is a species.|381ebfa9b40c4b01ac90fa76ed79ce67
bank myna|dwelling|The Bank Myna inhabits cities, towns, and farmland.|381ebfa9b40c4b01ac90fa76ed79ce67
bank myna|appearance|The Bank Myna has a unique combination of gray body, dark head and wings, and bright orange face and bill. It also exposes flashing pale wing patches in flight.|381ebfa9b40c4b01ac90fa76ed79ce67
bank myna|foraging behavior|The Bank Myna forages on the grounds, often in flocks and visits garbage dumps, food markets, and animal feedlots.|381ebfa9b40c4b01ac90fa76ed79ce67
gray body|color of bank myna|The gray body is one of the colors of the Bank Myna.|381ebfa9b40c4b01ac90fa76ed79ce67
dark head and wings|color of bank myna|The dark head and wings are another color of the Bank Myna.|381ebfa9b40c4b01ac90fa76ed79ce67
bright orange face and bill|color of bank myna|The bright orange face and bill is one of the colors of the Bank Myna.|381ebfa9b40c4b01ac90fa76ed79ce67
indian robin|male|The Indian Robin, as mentioned, has a distinct appearance for males, which are primarily black with chestnut bottom feathers and white shoulder patches.|ec399d21ae7347e7a7b98a587c95a9b1
male|northern population|Males in the northern population of Indian Robin have brownish upperparts.|ec399d21ae7347e7a7b98a587c95a9b1
indian robin|female|Females of the Indian Robin, on the other hand, have completely brown upperparts and lack the male’s white shoulder patch.|ec399d21ae7347e7a7b98a587c95a9b1
female|grayish-brown underparts|Females of Indian Robin have grayish-brown underparts.|ec399d21ae7347e7a7b98a587c95a9b1
indian robin|open country|The Indian Robin is found in open country.|ec399d21ae7347e7a7b98a587c95a9b1
open country|forest edges|Open country includes forest edges.|ec399d21ae7347e7a7b98a587c95a9b1
open country|human habitation|Open country also includes human habitation.|ec399d21ae7347e7a7b98a587c95a9b1
open country|scrub lands|Open country further encompasses scrub lands.|ec399d21ae7347e7a7b98a587c95a9b1
siberian stonechat|species|The Siberian Stonechat is a species of bird.|d94b71e890d24aff8c390d6572fc331c
siberian stonechat|chunky little bird|The Siberian Stonechat is described as a chunky little bird in the context.|d94b71e890d24aff8c390d6572fc331c
siberian stonechat|open landscapes|The Siberian Stonechat inhabits open landscapes.|d94b71e890d24aff8c390d6572fc331c
siberian stonechat|exposed perches|The Siberian Stonechat is often found on exposed perches.|d94b71e890d24aff8c390d6572fc331c
breeding male (siberian stonechat)|black head|The breeding male Siberian Stonechat has a black head.|d94b71e890d24aff8c390d6572fc331c
breeding male (siberian stonechat)|broad white half-collar|The breeding male Siberian Stonechat has a broad white half-collar.|d94b71e890d24aff8c390d6572fc331c
breeding male (siberian stonechat)|rusty-red chest|The breeding male Siberian Stonechat has a rusty-red chest.|d94b71e890d24aff8c390d6572fc331c
non-breeding male (siberian stonechat)|paler head|The non-breeding male Siberian Stonechat has a paler head.|d94b71e890d24aff8c390d6572fc331c
non-breeding male (siberian stonechat)|patchier|The non-breeding male Siberian Stonechat is patchier in appearance.|d94b71e890d24aff8c390d6572fc331c
female (siberian stonechat)|streaky brown above|The female Siberian Stonechat is predominantly streaky brown above.|d94b71e890d24aff8c390d6572fc331c
european stonechat|very similar to siberian stonechat|The European Stonechat is very similar to the Siberian Stonechat.|d94b71e890d24aff8c390d6572fc331c
european stonechat|can pose identification problems|The European Stonechat can cause identification problems where its range overlaps with that of the Siberian Stonechat.|d94b71e890d24aff8c390d6572fc331c
european stonechat|siberian’s larger white wing patch|One way to distinguish between European and Siberian Stonechats is by looking for the larger white wing patch on the Siberian Stonechat.|d94b71e890d24aff8c390d6572fc331c
european stonechat|duller orange on the chest|The European Stonechat has duller orange on its chest compared to the Siberian Stonechat.|d94b71e890d24aff8c390d6572fc331c
european stonechat|whiter rump|Another way to distinguish between European and Siberian Stonechats is by looking for a whiter rump on the Siberian Stonechat.|d94b71e890d24aff8c390d6572fc331c
amur stonechat|extremely similar to siberian stonechat|The Amur Stonechat is extremely similar to the Siberian Stonechat.|d94b71e890d24aff8c390d6572fc331c
amur stonechat|in areas of overlap, or in cases of vagrancy, most individuals are inseparable based on current knowledge.|In areas where the Amur and Siberian Stonechats coexist, or when individual birds wander outside their usual ranges, it is difficult to tell them apart using current knowledge.|d94b71e890d24aff8c390d6572fc331c
house sparrow|city|The House Sparrow is widespread and abundant in cities.|7b220f4ecb784ae1846f9e6173a3b73c
house sparrow|neighborhoods|The House Sparrow is also found in neighborhoods.|7b220f4ecb784ae1846f9e6173a3b73c
house sparrow|farms|The House Sparrow can be found in farms as well.|7b220f4ecb784ae1846f9e6173a3b73c
house sparrow|dense woods|Contrary to its presence in cities, neighborhoods, and farms, the House Sparrow avoids dense woods.|7b220f4ecb784ae1846f9e6173a3b73c
bushes|house sparrow|Flocks of House Sparrows cluster in dense bushes.|7b220f4ecb784ae1846f9e6173a3b73c
chattering|house sparrow|The House Sparrows are bustling around and chattering to one another in the bushes.|7b220f4ecb784ae1846f9e6173a3b73c
males (house sparrow)|black bib|Males of the House Sparrow have smart black bibs.|7b220f4ecb784ae1846f9e6173a3b73c
males (house sparrow)|bright rufous napes|The bright rufous napes are a characteristic of the males of the House Sparrow.|7b220f4ecb784ae1846f9e6173a3b73c
males (house sparrow)|stunningly patterned wings|The males of the House Sparrow have stunningly patterned wings with brilliant buffs and browns.|7b220f4ecb784ae1846f9e6173a3b73c
males (house sparrow)|pale pearly-gray (underparts)|The underparts of the males of the House Sparrow are pale pearly-gray.|7b220f4ecb784ae1846f9e6173a3b73c
females (house sparrow)|plain brown|The females of the House Sparrow are plain brown.|7b220f4ecb784ae1846f9e6173a3b73c
females (house sparrow)|cute face|The females of the House Sparrow have a cute face.|7b220f4ecb784ae1846f9e6173a3b73c
females (house sparrow)|lighter eyebrow|The lighter eyebrow is a characteristic of the females of the House Sparrow.|7b220f4ecb784ae1846f9e6173a3b73c
eurasia|house sparrow|The House Sparrow is native to Eurasia.|7b220f4ecb784ae1846f9e6173a3b73c
world (rest of)|house sparrow|The House Sparrow has been introduced to much of the rest of the world.|7b220f4ecb784ae1846f9e6173a3b73c
indian peafowl|large ground bird|The Indian Peafowl is an unmistakable, large ground bird.|64d496cc29064cd68640b778673b65d9
male|indian peafowl|The male Indian Peafowl is referred to in the context.|64d496cc29064cd68640b778673b65d9
unmistakable iridescent blue male|indian peafowl|During courting, the unmistakable iridescent blue male Indian Peafowl spreads out its ornamental upper tail feathers.|64d496cc29064cd68640b778673b65d9
ornamental upper tail feathers|indian peafowl|The ornamental upper tail feathers belong to the Indian Peafowl.|64d496cc29064cd68640b778673b65d9
females|indian peafowl|Female Indian Peafowl are mentioned in the context.|64d496cc29064cd68640b778673b65d9
shorter tail|females|Females have a shorter tail compared to males.|64d496cc29064cd68640b778673b65d9
iridescent green neck|females|Female Indian Peafowl have an iridescent green neck.|64d496cc29064cd68640b778673b65d9
browner plumage|females|Females have browner plumage compared to males.|64d496cc29064cd68640b778673b65d9
forest|indian peafowl|The Indian Peafowl is found in forest.|64d496cc29064cd68640b778673b65d9
forest edge|indian peafowl|The Indian Peafowl can also be found at the edge of forests.|64d496cc29064cd68640b778673b65d9
agricultural land|indian peafowl|The Indian Peafowl is found on agricultural land.|64d496cc29064cd68640b778673b65d9
paths or alertly feeding in the undergrowth|indian peafowl|The Indian Peafowl can often be seen on paths or alertly feeding in the undergrowth.|64d496cc29064cd68640b778673b65d9
can be fairly confiding especially when found close to human habitation|indian peafowl|Indian Peafowls can be fairly confiding, especially when found close to human habitation.|64d496cc29064cd68640b778673b65d9
loud screaming ‘may-yow’ calls|calls|The Indian Peafowl makes loud screaming ‘may-yow’ calls.|64d496cc29064cd68640b778673b65d9
incessantly during the rainy season|loud screaming ‘may-yow’ calls|The loud screaming ‘may-yow’ calls are heard incessantly during the rainy season.|64d496cc29064cd68640b778673b65d9
gray francolin|small gamebird|The Gray Francolin is a small gamebird.|8774226a5c5645b1bfd56ba270094b3c
gray francolin|orangish face|The Gray Francolin has an orangish face.|8774226a5c5645b1bfd56ba270094b3c
gray francolin|fine barring throughout|The Gray Francolin has fine barring throughout its body.|8774226a5c5645b1bfd56ba270094b3c
gray francolin|males and females are similar|Both males and females of the Gray Francolin look alike.|8774226a5c5645b1bfd56ba270094b3c
open grassy areas|dry grasslands, scrub, and agricultural land|The Gray Francolin occurs in open grassy areas which include dry grasslands, scrub, and agricultural land.|8774226a5c5645b1bfd56ba270094b3c
gray francolin|often found in groups|The Gray Francolin is often seen in groups.|8774226a5c5645b1bfd56ba270094b3c
call|loud repetitive ‘kateetar-kateetar’|The call of the Gray Francolin is a loud, repetitive ‘kateetar-kateetar’.|8774226a5c5645b1bfd56ba270094b3c
native to|south asia|The Gray Francolin is native to South Asia.|8774226a5c5645b1bfd56ba270094b3c
introduced to|hawaii|The Gray Francolin has been introduced to Hawaii.|8774226a5c5645b1bfd56ba270094b3c
common in dry areas on all hawaiian islands|gray francolin|The Gray Francolin is common in dry areas on all the Hawaiian islands.|8774226a5c5645b1bfd56ba270094b3c
shikra|species|The Shikra is identified as a species.|16410d714f224915b51f0be044be2cf8
asia|residence location|Shikras are residents across Asia.|16410d714f224915b51f0be044be2cf8
africa|residence location|Shikras are also residents of Africa.|16410d714f224915b51f0be044be2cf8
adult male shikra|physical characteristics|An adult male Shikra has a reddish iris, blue gray upperparts, and fine brownish-orange barring on underparts.|16410d714f224915b51f0be044be2cf8
female shikra|physical characteristics|A female Shikra has a yellowish iris, and brownish gray upperparts.|16410d714f224915b51f0be044be2cf8
both shikras (males and females)|physical characteristics|Both male and female Shikras have narrow dark barring on the tail.|16410d714f224915b51f0be044be2cf8
juvenile shikra|physical characteristics|A juvenile Shikra is browner with a prominent moustachial stripe and streaked underparts.|16410d714f224915b51f0be044be2cf8
woodland, savannah, suburban gardens|habitat|Shikras hunt for prey in woodlands, savannahs, and even suburban gardens.|16410d714f224915b51f0be044be2cf8
perch|location of hunt|From perches within vegetation, the Shikra dashes out to grab its prey.|16410d714f224915b51f0be044be2cf8
himalayan bulbul|species|The Himalayan Bulbul is a species of bird.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|sharp-looking|The Himalayan Bulbul is described as sharp-looking.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|spiffy mohawk|The Himalayan Bulbul has a spiffy mohawk, which is a type of crest on its head.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|black face and throat|The Himalayan Bulbul has a black face and throat.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|bright white cheek spot|The Himalayan Bulbul has a bright white spot on its cheek.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|yellow vent|The lower belly and undertail coverts of the Himalayan Bulbul are yellow, a feature known as its vent.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|foothill and montane forested areas|The Himalayan Bulbul is found in foothill and montane forested areas.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|brush, gardens, and towns|In addition to forested areas, the Himalayan Bulbul is also found in brush, gardens, and towns.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|tame and unafraid of people|The Himalayan Bulbul is tame and not afraid of people.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|pairs or small flocks during the breeding season|During the breeding season, Himalayan Bulbuls are typically found in pairs or small flocks.|bdf395658d514736bfd716db8972f84a
